gauge_id,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2012-13,2012-14,2012-15,2012-16,2012-17,2012-18,2012-19,2012-20,2012-21,2012-22,2012-23,2012-24,2012-25,2012-26,2012-27,2012-28,2012-29,2012-30,2012-31,2012-32,2012-33,2012-34,2012-35,2012-36,2012-37,2012-38,2012-39,2012-40,2012-41,2012-42,2012-43,2012-44,2012-48
10002,0,0.0118,0,0,0,0,0,0,0,0,0.0014,0.4584,0,0,0,0,0,0.3768,0,0,0.0011,0,0.0037,0.0536,0.0119,0.0045,0.0172,0,0.0047,0,0,0,0,0,0,0.0549,0,0,0,0,0,0,0,0,0
10003,0,0.0045,0,0,0,0,0,0,0,0,0.0066,0.6268,0,0,0,0,0,0.298,0,0,0.0011,0,0.0079,0.0351,0.0048,0.005,0.0086,0,0.0011,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,0,0.0017,0.0012,0,0,0,0.0028,0,0,0,0,0.0449,0,0,0,0,0,0.3059,0,0,0,0,0,0.1064,0,0.0756,0.036,0,0.0277,0,0,0,0,0,0,0.365,0,0,0,0,0.0329,0,0,0,0
101002,0,0.0141,0,0,0,0,0.0085,0,0,0,0,0.5704,0,0,0,0,0,0.3739,0,0,0,0,0.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101005,0,0.0432,0,0,0,0,0,0,0,0,0,0.5214,0,0,0,0,0,0.4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102001,0,0,0,0,0,0.0043,0,0,0,0,0,0.0176,0,0,0,0,0,0.9781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.0053,0,0.0933,0,0,0,0,0,0,0.8641,0,0,0,0,0.0321,0,0,0,0
107001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1922,0,0,0,0,0,0,0,0.0036,0.2761,0,0,0,0,0,0,0,0,0.5282,0,0,0,0,0,0,0,0,0
11001,0,0.0103,0.0021,0,0,0,6e-4,0,2e-4,0,0.0041,0.2956,0,0,0,0,0,0.2641,0,0,6e-4,0,0.0125,0.1309,0.0131,0.0186,0.1995,0,0.0239,0,0,0.0029,0,0,0,0.0211,0,0,0,0,0,0,0,0,0
11003,0,0,8e-4,0,0,0,0,0,0,0,0.0012,0.096,0,0,0,0,0,0.2142,0,0,0,0,0.0074,0.1342,0.0089,0.0336,0.4182,0,0.027,0,0,0.006,0,0,0,0.0524,0,0,0,0,0,0,0,0,0
